Temperature (K),Pression (Pa),Altitude above local surface (m),Monthly mean surface H2O layer (kg/m2),Monthly mean surface CO2 ice layer (kg/m2),Water vapor column (kg/m2),Water ice column (kg/m2),Water ice mixing ratio (mol/mol),Water ice effective radius (m),GCM perennial surface water ice (0 or 1),H column (kg/m2),H2 column (kg/m2),Electron number density (m-3),Total electronic content
193.385,707.783,10.0,0.000154046,0.0,0.0226189,8.06216e-05,2.67042e-05,1.61333e-05,0.0,7.76293e-09,0.00020365,0.365228,5675130000.0
194.282,712.864,10.0,0.000174616,0.0,0.0226416,0.000240447,4.09048e-05,1.71525e-05,0.0,8.75288e-09,0.000202754,0.345086,6534800000.0
196.776,727.853,10.0,0.000214708,0.0,0.0238593,0.000776848,3.35309e-05,1.81132e-05,0.0,9.97849e-09,0.000204673,0.332837,7789050000.0
196.537,735.632,10.0,0.000375691,0.0,0.025062,0.001716,3.90754e-05,1.93249e-05,0.0,1.16721e-08,0.000204597,0.321683,9277790000.0
193.035,737.306,10.0,0.000796439,0.0,0.0266872,0.00281626,7.78779e-05,2.29432e-05,0.0,1.40732e-08,0.00020302,0.311934,10667800000.0
191.455,741.575,10.0,0.00172867,0.0,0.0286658,0.00420889,0.000131074,3.44364e-05,0.0,1.71398e-08,0.000202533,0.30235,11542900000.0
190.018,745.79,10.0,0.00764947,0.0,0.0300447,0.00519396,0.000176558,3.1608e-05,0.0,2.02349e-08,0.000202674,0.298443,11707700000.0
193.096,740.366,10.0,0.0125704,0.0,0.0307501,0.00578352,0.000165544,2.88753e-05,0.0,2.25566e-08,0.000200625,0.287918,11310100000.0
201.108,744.152,10.0,2.23381,0.0,0.0309789,0.00620506,0.000128509,2.35321e-05,1.0,2.3678e-08,0.000201359,0.271651,10555600000.0
199.85,643.309,10.0,0.144593,0.0,0.0249401,0.00547143,0.000134734,2.12334e-05,1.0,2.38869e-08,0.000174049,0.232708,9542990000.0
201.522,634.013,10.0,0.0400998,0.0,0.0279214,0.00553952,0.000136185,3.4813e-05,1.0,2.34845e-08,0.000171036,0.226749,9077630000.0
202.195,581.8,10.0,0.0358143,0.0,0.0240292,0.00465454,0.000134775,2.74863e-05,1.0,2.30913e-08,0.000157183,0.205998,8788960000.0
141.112,294.129,10.0,3.23983,2628.9,1.01021e-06,2.24433e-05,6.06389e-06,5.18135e-06,0.0,2.41151e-08,0.000207691,1.11123,14094500000.0
140.946,298.546,10.0,0.0168213,833.565,1.06586e-06,1.72947e-05,4.97168e-06,5.59507e-06,0.0,2.50801e-08,0.000206654,1.09686,15085600000.0
141.916,364.438,10.0,0.0256381,799.414,1.29229e-06,2.28885e-05,4.25527e-06,5.66352e-06,0.0,2.57349e-08,0.00027508,1.39562,20135300000.0
142.831,387.248,10.0,0.032421,721.496,1.72577e-06,3.09284e-05,4.9802e-06,5.69406e-06,0.0,2.49252e-08,0.000255373,1.59239,32251600000.0
143.514,407.973,10.0,0.00761685,633.159,2.36271e-06,4.70884e-05,5.87313e-06,5.64421e-06,0.0,2.26601e-08,0.000250298,1.80008,49530900000.0
144.437,431.805,10.0,0.00499289,600.199,3.36631e-06,6.5356e-05,6.51062e-06,5.81753e-06,0.0,1.94221e-08,0.000231124,1.63836,71221700000.0
145.018,413.408,10.0,0.00481087,546.548,5.19684e-06,7.65455e-05,7.7828e-06,6.20956e-06,0.0,1.59987e-08,0.000186694,1.10744,88428600000.0
145.354,445.317,10.0,0.00397712,433.346,1.10996e-05,0.000110435,1.10257e-05,6.42429e-06,0.0,1.30221e-08,0.000179939,0.982016,95149000000.0
145.902,437.43,10.0,0.00488065,307.307,3.50418e-05,0.000151427,1.76309e-05,6.70042e-06,0.0,1.07656e-08,0.000162049,0.875014,87182000000.0
147.755,438.629,10.0,0.00513909,126.23,0.000122929,0.000220979,2.37924e-05,7.06602e-06,0.0,9.21133e-09,0.000154315,0.866346,70098800000.0
153.814,409.239,10.0,0.0033614,13.8812,0.000328587,0.000251397,2.70583e-05,7.73434e-06,0.0,8.06837e-09,0.000137431,0.822895,51743100000.0
161.536,398.036,10.0,0.000248925,0.0,0.000690401,0.000233924,2.38273e-05,8.95148e-06,0.0,7.19625e-09,0.000129329,0.795965,36351400000.0
166.282,393.334,10.0,4.0617e-05,0.0,0.00122989,0.000134855,1.58666e-05,1.08872e-05,0.0,6.53003e-09,0.000125146,0.952505,25911400000.0
170.53,404.39,10.0,3.04627e-05,0.0,0.00208621,5.78081e-05,1.05624e-05,1.15405e-05,0.0,6.10161e-09,0.000126899,0.997751,17936600000.0
174.006,413.441,10.0,2.67628e-05,0.0,0.00332591,5.94889e-05,9.32542e-06,9.40118e-06,0.0,5.87803e-09,0.000128786,0.956027,12310500000.0
178.373,395.388,10.0,3.59618e-05,0.0,0.00458551,0.000146977,1.17302e-05,9.68739e-06,0.0,5.77202e-09,0.000122646,0.793771,9002040000.0
182.574,434.455,10.0,4.79361e-05,0.0,0.00709721,0.000306553,1.65495e-05,1.10249e-05,0.0,5.71246e-09,0.000134682,0.691547,7558100000.0
186.258,448.497,10.0,5.23598e-05,0.0,0.00923066,0.000565579,1.70227e-05,1.09925e-05,0.0,5.64466e-09,0.000138997,0.553088,6956480000.0
187.607,444.771,10.0,5.69817e-05,0.0,0.0100349,0.00105172,1.1881e-05,1.14989e-05,0.0,5.56473e-09,0.000137912,0.472437,6576410000.0
187.427,458.886,10.0,6.40128e-05,0.0,0.0105157,0.00174545,8.49938e-06,1.05994e-05,0.0,5.4955e-09,0.000142495,0.457087,6108380000.0
188.797,499.099,10.0,6.29555e-05,0.0,0.0116428,0.0023758,2.97987e-06,8.99909e-06,0.0,5.4464e-09,0.000155208,0.472442,5555780000.0
191.729,455.729,10.0,7.20469e-05,0.0,0.0102372,0.00282977,1.59719e-06,6.7367e-06,0.0,5.40288e-09,0.000141854,0.409025,5070820000.0
191.046,470.357,10.0,0.000127098,0.0,0.0111953,0.00315115,1.27704e-05,7.38889e-06,0.0,5.36908e-09,0.000146928,0.405921,4895430000.0
184.987,532.522,10.0,0.000181583,0.0,0.0142942,0.00335846,4.46926e-05,8.54334e-06,0.0,5.34202e-09,0.000166502,0.456493,4890780000.0
180.439,498.384,10.0,0.000170268,0.0,0.0138536,0.00339618,5.89683e-05,8.77832e-06,0.0,5.27798e-09,0.000155166,0.428374,4761810000.0
179.627,505.835,10.0,0.000151122,0.0,0.0152205,0.00334937,8.11474e-05,9.28879e-06,0.0,5.16249e-09,0.000156106,0.43066,4559860000.0
181.575,518.781,10.0,0.000216126,0.0,0.016782,0.0032321,0.000103415,8.70004e-06,0.0,5.03333e-09,0.000158479,0.434118,4436110000.0
182.449,569.163,10.0,0.000289796,0.0,0.020453,0.00296361,7.54402e-05,8.70559e-06,0.0,4.94429e-09,0.000172141,0.471091,4480570000.0
180.61,585.414,10.0,0.000245718,0.0,0.0227954,0.00236514,6.68971e-05,9.39889e-06,0.0,4.91812e-09,0.000175705,0.474524,4488370000.0
178.113,590.68,10.0,0.000216943,0.0,0.0244395,0.00154747,0.000107246,7.63902e-06,0.0,4.96312e-09,0.000176623,0.454113,4391380000.0
174.189,585.503,10.0,0.000251306,0.0,0.024423,0.000843715,0.000113976,9.03942e-06,0.0,5.07311e-09,0.000175229,0.434177,4347490000.0
172.346,556.896,10.0,0.000259445,0.0,0.0221037,0.00041004,0.000110817,9.91335e-06,0.0,5.24462e-09,0.000167044,0.410114,4381860000.0
178.259,571.692,10.0,0.000241459,0.0,0.0216309,0.000183,8.93611e-05,9.90277e-06,0.0,5.48419e-09,0.000171167,0.404692,4433960000.0
188.351,576.31,10.0,0.00023277,0.0,0.0203174,6.58768e-05,3.81392e-05,9.9552e-06,0.0,5.80351e-09,0.000171588,0.376665,4564200000.0
193.093,635.161,10.0,0.000184513,0.0,0.0214402,2.81446e-05,1.34194e-05,1.21352e-05,0.0,6.26066e-09,0.000187555,0.384356,4855590000.0
193.199,688.747,10.0,0.000142781,0.0,0.0224628,2.53176e-05,1.48127e-05,1.3273e-05,0.0,6.93263e-09,0.000201153,0.389511,5140360000.0
191.591,694.662,10.0,0.000165769,0.0,0.0217121,7.87338e-05,3.1486e-05,1.61045e-05,0.0,7.81883e-09,0.000200646,0.371501,5655900000.0
192.778,709.415,10.0,0.000182661,0.0,0.0222184,0.000227284,4.26566e-05,1.75755e-05,0.0,8.838e-09,0.000202569,0.358099,6486550000.0
195.202,716.553,10.0,0.000235219,0.0,0.0228121,0.000745922,3.53906e-05,1.88943e-05,0.0,1.00611e-08,0.000202346,0.342394,7714070000.0
195.904,721.081,10.0,0.000400403,0.0,0.0235062,0.00166681,3.76345e-05,1.93019e-05,0.0,1.17778e-08,0.000201362,0.325015,9181470000.0
192.673,731.866,10.0,0.000866154,0.0,0.0254524,0.00280406,6.99848e-05,2.25884e-05,0.0,1.42421e-08,0.000202155,0.31434,10569900000.0
190.769,733.646,10.0,0.00206049,0.0,0.0271724,0.00423045,0.000131291,3.44689e-05,0.0,1.73571e-08,0.000200766,0.301187,11429500000.0
189.418,740.234,10.0,0.00794091,0.0,0.0290047,0.00526555,0.000166425,3.25443e-05,0.0,2.04431e-08,0.000201325,0.296406,11582100000.0
192.405,742.776,10.0,0.0117202,0.0,0.0305439,0.00591372,0.000163084,2.96381e-05,0.0,2.26726e-08,0.000201323,0.28917,11205500000.0
201.56,746.281,10.0,0.0284495,0.0,0.0311252,0.0063024,0.000125961,2.57202e-05,0.0,2.36619e-08,0.000201911,0.271118,10477900000.0
199.674,640.882,10.0,0.0464342,0.0,0.0245268,0.00546242,0.000135922,2.25781e-05,1.0,2.38172e-08,0.000173423,0.231549,9496440000.0
201.04,634.52,10.0,0.0451544,0.0,0.0275715,0.00553428,0.000137721,3.34757e-05,1.0,2.34341e-08,0.000171239,0.227284,9067450000.0
202.195,581.407,10.0,0.0358143,0.0,0.0239967,0.00464899,0.000134775,2.74864e-05,1.0,2.30912e-08,0.000157079,0.205858,8788960000.0
141.112,294.088,10.0,3.23983,2628.9,1.0102e-06,2.24392e-05,6.06389e-06,5.18135e-06,0.0,2.4115e-08,0.000207657,1.11107,14094500000.0
141.031,293.65,10.0,0.0179732,816.549,1.06218e-06,1.82518e-05,5.29246e-06,5.63895e-06,0.0,2.51e-08,0.000203113,1.08035,15147700000.0
142.026,371.514,10.0,0.028787,752.921,1.28927e-06,2.5035e-05,4.57265e-06,5.73621e-06,0.0,2.56857e-08,0.000284763,1.42976,20440200000.0
142.8,391.284,10.0,0.0346026,681.415,1.71945e-06,3.24648e-05,4.80251e-06,5.73244e-06,0.0,2.49631e-08,0.000273305,1.69307,32611000000.0
143.504,393.718,10.0,0.00629926,640.514,2.34047e-06,4.33065e-05,5.57047e-06,5.63402e-06,0.0,2.27648e-08,0.000241878,1.7303,50031300000.0
144.376,418.303,10.0,0.00512114,605.535,3.32261e-06,6.09756e-05,6.31164e-06,5.75279e-06,0.0,1.96416e-08,0.000225726,1.59186,71552600000.0
144.775,394.989,10.0,0.00481013,548.687,5.04789e-06,6.63714e-05,7.37498e-06,6.1524e-06,0.0,1.63032e-08,0.000178658,1.07435,87636500000.0
145.215,437.971,10.0,0.00382911,435.691,1.07503e-05,0.000102805,1.00776e-05,6.40047e-06,0.0,1.3386e-08,0.000178002,0.982138,94103800000.0
145.983,433.337,10.0,0.0044262,306.83,3.42229e-05,0.000146121,1.55503e-05,6.76298e-06,0.0,1.10486e-08,0.00016121,0.890844,85664800000.0
148.317,402.165,10.0,0.00411952,118.866,0.000118154,0.000187499,2.09415e-05,7.19177e-06,0.0,9.36085e-09,0.000140492,0.846691,68019700000.0
154.256,461.568,10.0,0.00241632,12.6673,0.00037993,0.000327164,2.44223e-05,7.81222e-06,0.0,8.13456e-09,0.00015752,0.96182,50162800000.0
161.277,429.676,10.0,0.000269457,7.42664e-06,0.000786146,0.000269744,2.23777e-05,9.3008e-06,0.0,7.1629e-09,0.000140697,0.867839,35323400000.0
166.146,423.177,10.0,4.65909e-05,0.0,0.00147833,0.000130532,1.68115e-05,1.15431e-05,0.0,6.44454e-09,0.000134867,1.03815,24215500000.0
170.598,397.347,10.0,4.74129e-05,0.0,0.00234264,5.51355e-05,1.5385e-05,1.21975e-05,0.0,6.01963e-09,0.00012425,0.977145,16139300000.0
173.69,437.675,10.0,5.97019e-05,0.0,0.00413444,8.13461e-05,1.82562e-05,1.15324e-05,0.0,5.798e-09,0.000136251,0.985384,10950300000.0
177.828,406.915,10.0,8.02935e-05,0.0,0.00548363,0.000163112,2.07596e-05,1.18017e-05,0.0,5.65227e-09,0.000126153,0.766687,8175460000.0
182.265,425.881,10.0,7.85072e-05,0.0,0.0076964,0.00031079,2.18844e-05,1.37066e-05,0.0,5.53062e-09,0.00013196,0.613513,7102840000.0
185.509,452.695,10.0,9.01295e-05,0.0,0.00992873,0.000611946,1.59886e-05,1.32272e-05,0.0,5.40845e-09,0.000140391,0.504455,6585900000.0
187.261,406.186,10.0,9.84772e-05,0.0,0.00885717,0.00123138,1.0715e-05,1.24991e-05,0.0,5.29427e-09,0.000126196,0.405366,6121630000.0
187.206,423.796,10.0,7.88781e-05,0.0,0.00912628,0.00199784,8.67133e-06,1.12341e-05,0.0,5.21458e-09,0.000132289,0.40219,5632930000.0
188.251,416.134,10.0,6.76044e-05,0.0,0.0085403,0.00260441,1.99432e-06,8.69231e-06,0.0,5.16387e-09,0.000130722,0.380031,5133290000.0
189.956,444.353,10.0,5.38175e-05,0.0,0.00954243,0.00304736,1.20489e-06,7.24776e-06,0.0,5.1399e-09,0.00014079,0.392136,4736570000.0
187.679,415.037,10.0,8.5825e-05,0.0,0.00887163,0.00338939,1.91999e-05,8.32523e-06,0.0,5.12184e-09,0.00013219,0.363598,4546800000.0
183.279,455.364,10.0,0.000181858,0.0,0.0109541,0.00363623,5.21145e-05,8.97968e-06,0.0,5.10241e-09,0.000145268,0.404033,4578640000.0
180.69,485.897,10.0,0.000186434,0.0,0.0131037,0.00374676,4.94665e-05,8.44344e-06,0.0,5.043e-09,0.000153886,0.432507,4619800000.0
179.826,509.775,10.0,0.000147886,0.0,0.0153513,0.00376737,6.94612e-05,9.03233e-06,0.0,4.93144e-09,0.000159019,0.444606,4459630000.0
181.218,480.524,10.0,0.000199394,0.0,0.0150346,0.0035958,0.000111888,8.2753e-06,0.0,4.8064e-09,0.000147781,0.404389,4281490000.0
182.541,507.967,10.0,0.000305427,0.0,0.0176236,0.00318719,0.000109181,8.42766e-06,0.0,4.72574e-09,0.000154469,0.413174,4282980000.0
181.264,534.118,10.0,0.000299674,0.0,0.0203841,0.00251304,7.11145e-05,9.54809e-06,0.0,4.71192e-09,0.000161141,0.423618,4343660000.0
177.431,554.632,10.0,0.000223285,0.0,0.0226393,0.00169718,7.67506e-05,8.96332e-06,0.0,4.77472e-09,0.00016672,0.426594,4323360000.0
173.648,569.241,10.0,0.000237941,0.0,0.0236229,0.00097273,8.97135e-05,1.00758e-05,0.0,4.9114e-09,0.000171354,0.429929,4297110000.0
170.795,569.425,10.0,0.000271858,0.0,0.0228126,0.000519712,7.2143e-05,8.97852e-06,0.0,5.11697e-09,0.000171694,0.435039,4359060000.0
174.575,599.887,10.0,0.000277496,0.0,0.0231991,0.000238361,7.1738e-05,7.24404e-06,0.0,5.39054e-09,0.000180442,0.446452,4405560000.0
186.221,575.897,10.0,0.00026115,0.0,0.0204419,8.13149e-05,2.67678e-05,8.49817e-06,0.0,5.73608e-09,0.000172196,0.392369,4542290000.0
192.541,589.238,10.0,0.000193758,0.0,0.0193442,3.34228e-05,2.21955e-06,1.09376e-05,0.0,6.21108e-09,0.000174658,0.369626,4828810000.0
192.634,670.911,10.0,0.000191036,0.0,0.0215882,2.81059e-05,1.38779e-05,1.22575e-05,0.0,6.91066e-09,0.000196635,0.392718,5136870000.0
190.627,690.281,10.0,0.000158009,0.0,0.0215522,7.54169e-05,2.10029e-05,1.49482e-05,0.0,7.84539e-09,0.000200001,0.380653,5708620000.0
190.916,680.331,10.0,0.000198845,0.0,0.0206594,0.000203684,3.71821e-05,1.68411e-05,0.0,8.90262e-09,0.000194879,0.353579,6456330000.0
193.035,704.952,10.0,0.000277607,0.0,0.0221607,0.000707747,3.57549e-05,1.84104e-05,0.0,1.0135e-08,0.000199556,0.345694,7610960000.0
195.28,716.99,10.0,0.0004201,0.0,0.0232872,0.00163439,3.64359e-05,1.93565e-05,0.0,1.18794e-08,0.000200639,0.326204,9057520000.0
192.003,723.895,10.0,0.000914093,0.0,0.0246042,0.00280221,7.29189e-05,2.33755e-05,0.0,1.44051e-08,0.000200318,0.310772,10436100000.0
189.733,733.164,10.0,0.00229813,0.0,0.026684,0.00422753,0.000129363,3.1779e-05,0.0,1.75621e-08,0.000200849,0.300134,11291200000.0
188.838,735.416,10.0,0.00734187,0.0,0.0282475,0.00524344,0.000181242,3.06955e-05,0.0,2.06429e-08,0.000200079,0.292345,11453500000.0
191.893,739.035,10.0,0.0110628,0.0,0.0300541,0.00593437,0.00016901,2.95495e-05,0.0,2.279e-08,0.000200297,0.28599,11098200000.0
201.734,742.757,10.0,0.0264496,0.0,0.0310589,0.00633305,0.00012522,2.41442e-05,0.0,2.36627e-08,0.000200897,0.268538,10413600000.0
199.609,638.857,10.0,0.0461777,0.0,0.0243067,0.00546698,0.000142358,2.39565e-05,1.0,2.37473e-08,0.000172901,0.230464,9462610000.0
200.622,640.106,10.0,0.0493195,0.0,0.0277971,0.00561744,0.000138975,2.9661e-05,1.0,2.33974e-08,0.00017277,0.229619,9053220000.0
202.195,582.025,10.0,0.0358143,0.0,0.0240478,0.00465772,0.000134775,2.74864e-05,1.0,2.30913e-08,0.000157243,0.206078,8788960000.0
141.112,294.048,10.0,3.23983,2628.9,1.01019e-06,2.24351e-05,6.06389e-06,5.18135e-06,0.0,2.4115e-08,0.000207622,1.11092,14094500000.0
141.159,295.81,10.0,0.0195276,800.458,1.06126e-06,1.98414e-05,5.62262e-06,5.64694e-06,0.0,2.51294e-08,0.000206421,1.09579,15294500000.0
142.132,382.985,10.0,0.0320658,731.6,1.28716e-06,2.90539e-05,5.01966e-06,5.77853e-06,0.0,2.5629e-08,0.000304189,1.50647,20639200000.0
142.662,411.522,10.0,0.0364993,661.196,1.70992e-06,3.78002e-05,4.66846e-06,5.77814e-06,0.0,2.50125e-08,0.000313275,1.84906,32497800000.0
143.435,418.254,10.0,0.00631265,648.777,2.33389e-06,4.64739e-05,5.20872e-06,5.66855e-06,0.0,2.29496e-08,0.000264153,1.8147,50236600000.0
144.072,424.78,10.0,0.00522956,645.889,3.28444e-06,6.02849e-05,5.9477e-06,5.67204e-06,0.0,1.99651e-08,0.000234213,1.65168,71108500000.0
144.799,405.606,10.0,0.00443744,542.741,5.02803e-06,6.38525e-05,7.27643e-06,6.00033e-06,0.0,1.66845e-08,0.000188283,1.22987,89522300000.0
145.005,403.647,10.0,0.00349322,428.002,1.03035e-05,8.12766e-05,8.97398e-06,6.3055e-06,0.0,1.37081e-08,0.000164857,0.929479,93084500000.0
145.827,446.041,10.0,0.00390958,310.833,3.42225e-05,0.000143946,1.27436e-05,6.63146e-06,0.0,1.12179e-08,0.000168619,0.933276,85110000000.0
148.347,437.069,10.0,0.00351443,124.858,0.000124675,0.00021727,1.76373e-05,6.94615e-06,0.0,9.38779e-09,0.000155521,0.917238,68092100000.0
154.115,411.506,10.0,0.00211863,12.8485,0.000351069,0.00026997,2.14547e-05,7.4945e-06,0.0,8.10934e-09,0.000139359,0.818468,49685300000.0
160.141,477.523,10.0,0.00184152,0.0023026,0.000903197,0.000399528,2.50767e-05,8.85413e-06,0.0,7.09433e-09,0.00015896,0.900946,34999800000.0
165.022,449.795,10.0,0.00135832,0.0,0.00170463,0.000289679,3.32844e-05,1.07016e-05,0.0,6.3691e-09,0.000145638,1.01577,23575800000.0
169.875,443.529,10.0,0.000100144,0.0,0.00295294,0.000278644,4.255e-05,1.14998e-05,0.0,5.96388e-09,0.00014116,0.999701,15341400000.0
173.5,405.622,10.0,0.000137338,0.0,0.00415837,0.000266231,4.35965e-05,1.24778e-05,0.0,5.71631e-09,0.00012749,0.823063,10285100000.0
177.967,422.904,10.0,0.00018445,0.0,0.00645036,0.000250926,3.73353e-05,1.25065e-05,0.0,5.52838e-09,0.000132017,0.70075,7671490000.0
181.826,455.25,10.0,0.000152037,0.0,0.00914055,0.000326611,2.67012e-05,1.34448e-05,0.0,5.35944e-09,0.000141819,0.58168,6655440000.0
185.34,420.247,10.0,0.000146998,0.0,0.00925997,0.000571991,1.72654e-05,1.34257e-05,0.0,5.19877e-09,0.000130914,0.441475,6076140000.0
187.271,453.19,10.0,0.000121138,0.0,0.0104225,0.0012407,1.74854e-05,1.25422e-05,0.0,5.07404e-09,0.000142105,0.43874,5617130000.0
187.847,399.809,10.0,7.99318e-05,0.0,0.00809026,0.0020152,1.10145e-05,1.14547e-05,0.0,4.97884e-09,0.000126509,0.36802,5238700000.0
189.476,459.383,10.0,6.86327e-05,0.0,0.00966314,0.00265444,5.35508e-06,9.02234e-06,0.0,4.93313e-09,0.000147754,0.411563,4845070000.0
189.153,433.357,10.0,6.45703e-05,0.0,0.00875885,0.00313108,5.84244e-06,7.80456e-06,0.0,4.92035e-09,0.000141246,0.387924,4562240000.0
182.917,431.995,10.0,9.24118e-05,0.0,0.00897511,0.0034803,3.70075e-05,8.09719e-06,0.0,4.92722e-09,0.000141666,0.401383,4473640000.0
179.037,434.414,10.0,0.000171258,0.0,0.00956408,0.00371895,6.30939e-05,8.83109e-06,0.0,4.91798e-09,0.00014209,0.413423,4513570000.0
179.538,444.204,10.0,0.000191163,0.0,0.0107462,0.00388844,3.86391e-05,8.82125e-06,0.0,4.85672e-09,0.000143756,0.417648,4576490000.0
179.359,494.875,10.0,0.000151894,0.0,0.0141258,0.0040233,3.73549e-05,1.00625e-05,0.0,4.7473e-09,0.00015736,0.452662,4466190000.0
180.535,514.07,10.0,0.000198427,0.0,0.0165453,0.00390145,7.01348e-05,9.21298e-06,0.0,4.63068e-09,0.000160019,0.448664,4299400000.0
180.929,525.007,10.0,0.000258838,0.0,0.0185821,0.00347187,8.79924e-05,8.14465e-06,0.0,4.55567e-09,0.000160691,0.436933,4288320000.0
180.257,550.535,10.0,0.000280182,0.0,0.0214998,0.00280462,6.68379e-05,9.37618e-06,0.0,4.55059e-09,0.000166683,0.437598,4265270000.0
176.904,545.763,10.0,0.000264394,0.0,0.0222839,0.00197874,5.32743e-05,9.61624e-06,0.0,4.62248e-09,0.000164849,0.422384,4246650000.0
172.602,572.717,10.0,0.000243889,0.0,0.0237631,0.00121518,6.65208e-05,1.16929e-05,0.0,4.77612e-09,0.00017326,0.445058,4268940000.0
169.904,518.878,10.0,0.000309617,0.0,0.0202042,0.00063706,0.000103858,8.98333e-06,0.0,5.00333e-09,0.000157207,0.409611,4258570000.0
170.905,533.743,10.0,0.000344523,0.0,0.0199748,0.000283416,9.74433e-05,5.51617e-06,0.0,5.30304e-09,0.000161152,0.415232,4272900000.0
180.475,556.527,10.0,0.000316452,0.0,0.0196985,0.00011073,4.48554e-05,5.79584e-06,0.0,5.67571e-09,0.000166985,0.399689,4393050000.0
188.228,503.334,10.0,0.00030932,0.0,0.0154363,4.57937e-05,1.3502e-05,9.00268e-06,0.0,6.16297e-09,0.000149621,0.332625,4653850000.0
189.758,675.629,10.0,0.000281399,0.0,0.0219366,3.38547e-05,9.56706e-06,1.36432e-05,0.0,6.88278e-09,0.000198677,0.416119,5140110000.0
188.676,669.783,10.0,0.000196875,0.0,0.020558,7.578e-05,1.69784e-05,1.39688e-05,0.0,7.85021e-09,0.000194496,0.381538,5670390000.0
188.832,630.768,10.0,0.000247965,0.0,0.0183056,0.000191438,4.48757e-05,1.38842e-05,0.0,8.94763e-09,0.000181029,0.333485,6362490000.0
191.551,693.128,10.0,0.000311224,0.0,0.021862,0.00068425,3.92676e-05,1.69932e-05,0.0,1.02001e-08,0.000196285,0.340217,7490920000.0
195.02,710.461,10.0,0.000415103,0.0,0.0232537,0.00159249,3.62147e-05,2.02895e-05,0.0,1.19752e-08,0.000198835,0.319478,8914920000.0
192.27,720.06,10.0,0.000903278,0.0,0.024492,0.00278992,6.74035e-05,2.49257e-05,0.0,1.45447e-08,0.000199331,0.304766,10294400000.0
189.148,729.166,10.0,0.00239494,0.0,0.0261447,0.00414731,0.000149895,3.24873e-05,0.0,1.77244e-08,0.000199874,0.296251,11157400000.0
187.906,737.266,10.0,0.00639088,0.0,0.0280334,0.00520149,0.000189261,2.81391e-05,0.0,2.07958e-08,0.000200597,0.291576,11338200000.0
191.135,740.127,10.0,0.00956204,0.0,0.0299778,0.00597072,0.000167637,2.73665e-05,0.0,2.28783e-08,0.000200523,0.284698,10992800000.0
201.399,742.326,10.0,0.0146928,0.0,0.0311867,0.00638568,0.000126153,2.22222e-05,0.0,2.36598e-08,0.00020072,0.267909,10369100000.0
199.645,641.322,10.0,0.0467311,0.0,0.0245235,0.00557171,0.000146842,2.31989e-05,1.0,2.36766e-08,0.000173587,0.23104,9433810000.0
200.527,622.109,10.0,0.0495268,0.0,0.0259589,0.00533835,0.000138519,2.90634e-05,1.0,2.33545e-08,0.000168045,0.22315,9047870000.0
202.195,580.238,10.0,0.0358143,0.0,0.0239004,0.00463248,0.000134776,2.74864e-05,1.0,2.30909e-08,0.000156768,0.205442,8788960000.0
141.112,294.292,10.0,3.23983,2628.9,1.01025e-06,2.24596e-05,6.06389e-06,5.18135e-06,0.0,2.41151e-08,0.000207829,1.11184,14094500000.0
141.233,301.409,10.0,0.0209789,790.04,1.06e-06,2.16624e-05,5.86347e-06,5.609e-06,0.0,2.51699e-08,0.000213374,1.11973,15352800000.0
142.112,387.546,10.0,0.0344316,716.885,1.28008e-06,3.35822e-05,5.50048e-06,5.77789e-06,0.0,2.55916e-08,0.000321642,1.55065,20579500000.0
142.593,391.187,10.0,0.0373237,656.509,1.68461e-06,3.76173e-05,4.74581e-06,5.79125e-06,0.0,2.50519e-08,0.000314028,1.77439,32199800000.0
143.285,408.89,10.0,0.00665332,658.911,2.31652e-06,4.30073e-05,4.85257e-06,5.69508e-06,0.0,2.32007e-08,0.000261698,1.77314,50377300000.0
143.831,379.263,10.0,0.00463113,629.273,3.2405e-06,4.41322e-05,5.35645e-06,5.62718e-06,0.0,2.03903e-08,0.000204751,1.50622,71922000000.0
144.782,486.601,10.0,0.00401646,538.036,5.10703e-06,8.37836e-05,6.94305e-06,5.74516e-06,0.0,1.71918e-08,0.000244676,1.75089,90767600000.0
144.903,400.19,10.0,0.00315718,420.712,1.01368e-05,6.71338e-05,7.81173e-06,6.11884e-06,0.0,1.40153e-08,0.000168268,0.975431,93392900000.0
145.753,437.689,10.0,0.00324844,293.059,3.38417e-05,0.000115357,9.61767e-06,6.32204e-06,0.0,1.12562e-08,0.000169126,0.959896,85668900000.0
147.983,471.935,10.0,0.00322576,143.541,0.000130877,0.00023016,1.26769e-05,6.48641e-06,0.0,9.36151e-09,0.000172742,0.95192,69118500000.0
153.245,478.639,10.0,0.00389116,19.4282,0.000409213,0.000387219,1.74155e-05,6.83756e-06,0.0,8.08225e-09,0.000167613,0.875834,50015800000.0
158.987,489.762,10.0,0.0111747,0.00756188,0.000991434,0.000628794,3.14394e-05,7.93452e-06,0.0,7.01947e-09,0.000167596,0.8417,33994800000.0
164.869,468.493,10.0,0.0183145,0.0,0.00190267,0.000739039,6.21206e-05,9.17941e-06,0.0,6.30531e-09,0.000157881,0.863046,22504800000.0
170.228,458.616,10.0,0.0107873,0.0,0.00325997,0.000779213,8.52913e-05,9.95165e-06,0.0,5.9015e-09,0.000152127,0.785831,14580300000.0
173.724,472.629,10.0,0.000248637,0.0,0.00535389,0.000736739,8.42733e-05,1.05854e-05,0.0,5.62433e-09,0.000154459,0.739798,9866190000.0
