Temperature (K),Pression (Pa),Altitude above local surface (m),Monthly mean surface H2O layer (kg/m2),Monthly mean surface CO2 ice layer (kg/m2),Water vapor column (kg/m2),Water ice column (kg/m2),Water ice mixing ratio (mol/mol),Water ice effective radius (m),GCM perennial surface water ice (0 or 1),H column (kg/m2),H2 column (kg/m2),Electron number density (m-3),Total electronic content
219.588,314.841,10.0,0.0,0.0,0.00625946,0.000291928,0.0,0.0,0.0,7.34706e-09,9.61661e-05,0.264543,4200610000.0
218.794,391.845,10.0,5.73177e-08,0.0,0.00849408,0.000353263,0.0,0.0,0.0,7.53433e-09,0.000119085,0.323723,4585130000.0
213.891,368.219,10.0,3.87267e-07,0.0,0.00807849,0.000502234,0.0,0.0,0.0,7.46886e-09,0.000111663,0.301861,4632120000.0
212.25,394.543,10.0,1.22564e-06,0.0,0.00956088,0.000646193,0.0,0.0,0.0,7.16806e-09,0.000119283,0.313742,4562840000.0
213.085,428.019,10.0,2.07164e-06,0.0,0.0119837,0.000854344,0.0,0.0,0.0,6.75044e-09,0.00012881,0.326779,4376570000.0
214.531,430.069,10.0,2.54348e-06,0.0,0.0135767,0.00115826,0.0,0.0,0.0,6.33788e-09,0.000128874,0.316255,4137350000.0
216.19,448.028,10.0,2.98735e-06,0.0,0.0156019,0.00130383,0.0,0.0,0.0,5.99506e-09,0.000133916,0.321592,3976230000.0
217.132,461.353,10.0,2.8233e-06,0.0,0.0168648,0.00090534,0.0,0.0,0.0,5.74971e-09,0.000137913,0.33102,3948300000.0
217.776,449.894,10.0,1.91263e-06,0.0,0.0163272,0.000310485,3.23743e-18,0.0,0.0,5.60413e-09,0.000134813,0.330968,3959820000.0
218.221,463.305,10.0,1.48588e-06,0.0,0.0162265,5.17043e-05,6.25499e-18,0.0,0.0,5.52725e-09,0.000139093,0.35506,3985010000.0
218.918,458.459,10.0,1.42144e-06,0.0,0.0152067,1.23563e-05,6.23126e-17,0.0,0.0,5.47835e-09,0.000137598,0.361453,4079240000.0
219.941,462.171,10.0,1.2305e-06,0.0,0.0148235,7.22096e-06,2.15565e-16,0.0,0.0,5.46382e-09,0.000138548,0.368055,4135330000.0
221.054,448.805,10.0,1.33804e-06,0.0,0.0143197,5.42802e-06,8.49481e-17,0.0,0.0,5.50683e-09,0.000134253,0.352501,4187900000.0
223.189,469.993,10.0,1.21466e-06,0.0,0.0155754,3.88539e-06,3.3526e-17,0.0,0.0,5.64811e-09,0.000140137,0.351557,4223150000.0
227.431,502.549,10.0,3.72491e-07,0.0,0.0173651,5.20891e-06,1.13406e-17,0.0,0.0,5.92421e-09,0.000149216,0.346043,4520070000.0
230.232,535.597,10.0,2.59205e-08,0.0,0.0191003,1.05657e-05,5.56734e-17,0.0,0.0,6.39482e-09,0.000157694,0.332175,4804820000.0
231.797,566.271,10.0,4.1329e-10,0.0,0.0221855,1.64028e-05,5.01469e-15,0.0,0.0,7.18759e-09,0.000164839,0.301761,5231830000.0
231.267,603.641,10.0,3.36597e-08,0.0,0.0278517,9.29575e-05,1.14076e-10,0.0,0.0,8.46342e-09,0.000172894,0.274245,5754900000.0
230.651,654.342,10.0,1.74679e-07,0.0,0.0339409,0.0003487,1.93026e-07,0.0,0.0,1.0342e-08,0.00018447,0.262391,6556880000.0
229.119,685.186,10.0,4.8376e-05,0.0,0.034175,0.000988889,3.49945e-06,4.24485e-06,0.0,1.27723e-08,0.000190847,0.254602,7648590000.0
226.905,712.927,10.0,0.000196522,0.0,0.0333354,0.00208509,1.20905e-05,8.28431e-06,0.0,1.5592e-08,0.000196562,0.252192,8994930000.0
224.648,741.179,10.0,0.00109817,0.0,0.0335893,0.00340116,2.19303e-05,1.42865e-05,0.0,1.83841e-08,0.000202947,0.25372,10296000000.0
222.505,758.816,10.0,0.00289014,0.0,0.0341453,0.00436565,3.81005e-05,1.50282e-05,0.0,2.06779e-08,0.00020674,0.255162,10985200000.0
219.776,766.594,10.0,0.00634079,0.0,0.0375584,0.00503996,4.9296e-05,1.64459e-05,0.0,2.22437e-08,0.000207742,0.255043,10897000000.0
210.476,697.805,10.0,0.0091953,0.0,0.0327324,0.00517445,8.19175e-05,7.30032e-06,1.0,2.31465e-08,0.000188785,0.23878,10255900000.0
204.382,634.317,10.0,0.0488021,0.0,0.0278781,0.00506832,0.000115214,8.96486e-06,1.0,2.3282e-08,0.000171447,0.222912,9302510000.0
202.195,578.987,10.0,0.0358143,0.0,0.023798,0.00461487,0.000134775,2.74864e-05,1.0,2.30906e-08,0.000156436,0.204996,8788960000.0
141.112,294.461,10.0,3.23983,2628.9,1.01029e-06,2.24766e-05,6.06389e-06,5.18135e-06,0.0,2.41152e-08,0.000207973,1.11248,14094500000.0
141.872,337.915,10.0,0.449284,820.898,1.10783e-06,2.82869e-05,5.76218e-06,5.28185e-06,0.0,2.37134e-08,0.000285457,1.49864,15469100000.0
142.0,373.317,10.0,0.014846,739.35,1.39814e-06,4.30223e-05,7.34244e-06,5.78841e-06,0.0,2.35193e-08,0.000306728,1.52268,20160900000.0
142.531,377.763,10.0,0.0122616,654.842,1.85213e-06,7.44484e-05,9.39688e-06,5.6546e-06,0.0,2.28594e-08,0.000268827,1.54575,27616000000.0
143.838,395.902,10.0,0.012756,618.139,2.63469e-06,0.000110572,1.21892e-05,5.3694e-06,0.0,2.15093e-08,0.000225914,1.55661,42618300000.0
144.982,399.393,10.0,0.0143513,587.512,4.19345e-06,0.000148846,1.48939e-05,5.59907e-06,0.0,1.93063e-08,0.000189476,1.42325,62551100000.0
145.698,438.31,10.0,0.0144492,521.518,9.23085e-06,0.000214158,1.62787e-05,6.21358e-06,0.0,1.64511e-08,0.000184293,1.16366,79799400000.0
146.432,436.775,10.0,0.0233986,424.247,2.63753e-05,0.000276848,1.85831e-05,6.82747e-06,0.0,1.33708e-08,0.00016743,0.975151,90243800000.0
147.571,478.397,10.0,0.0113378,319.147,8.56999e-05,0.00049047,2.3645e-05,7.51777e-06,0.0,1.05761e-08,0.000172776,0.891329,90038500000.0
149.911,464.001,10.0,0.0177592,134.4,0.000272691,0.000776575,4.01495e-05,7.7561e-06,0.0,8.43624e-09,0.000159449,0.70575,76413700000.0
160.329,551.602,10.0,0.0252052,18.6037,0.00086475,0.00159848,7.21918e-05,7.97347e-06,0.0,7.08334e-09,0.000184261,0.800477,59067700000.0
173.34,428.672,10.0,0.0231332,0.0,0.00131388,0.00128096,0.00011322,9.92729e-06,0.0,6.24844e-09,0.000137069,0.794121,42913700000.0
180.676,389.963,10.0,0.00780938,0.0,0.00203626,0.00112402,0.000112053,1.08089e-05,0.0,5.71714e-09,0.000122495,0.712506,30448000000.0
190.087,320.873,10.0,3.25224e-05,0.0,0.00273511,0.000670739,4.1719e-05,9.28998e-06,0.0,5.43137e-09,9.95224e-05,0.572183,20821500000.0
196.154,327.825,10.0,1.64811e-05,0.0,0.00423435,0.000271843,9.29941e-07,0.0,0.0,5.40708e-09,0.000101141,0.520095,13895500000.0
202.164,373.819,10.0,7.14668e-06,0.0,0.00607553,4.26625e-05,5.46646e-08,0.0,0.0,5.55504e-09,0.000115095,0.469621,9932770000.0
207.339,388.545,10.0,1.40346e-06,0.0,0.00686335,1.0486e-06,2.52442e-17,0.0,0.0,5.78296e-09,0.000119523,0.417242,7410680000.0
211.689,389.148,10.0,8.52034e-08,0.0,0.00719197,2.43205e-06,4.9702e-19,0.0,0.0,6.06034e-09,0.000119696,0.379696,5850980000.0
213.84,380.315,10.0,1.03529e-08,0.0,0.00722551,9.31178e-06,0.0,0.0,0.0,6.38322e-09,0.000116879,0.3426,4977340000.0
214.183,365.117,10.0,4.46104e-09,0.0,0.00714645,4.79641e-05,0.0,0.0,0.0,6.74946e-09,0.000111931,0.314587,4451840000.0
214.382,348.889,10.0,2.33539e-09,0.0,0.00719064,0.000251353,0.0,0.0,0.0,7.15057e-09,0.000106523,0.2962,4190880000.0
216.641,343.21,10.0,0.0,0.0,0.00737166,0.000450422,0.0,0.0,0.0,7.52283e-09,0.000104805,0.285551,4523600000.0
215.24,338.569,10.0,1.64788e-07,0.0,0.00725812,0.000639279,0.0,0.0,0.0,7.74948e-09,0.000103057,0.279839,4816480000.0
211.962,379.398,10.0,1.80597e-07,0.0,0.0087739,0.000921632,0.0,0.0,0.0,7.69072e-09,0.00011507,0.311213,4786220000.0
210.694,439.345,10.0,4.38456e-06,0.0,0.0111266,0.0010409,0.0,0.0,0.0,7.32875e-09,0.00013265,0.350201,4929670000.0
208.059,475.524,10.0,9.31163e-06,0.0,0.0133425,0.00131167,0.0,0.0,0.0,6.83645e-09,0.000143032,0.37336,4805250000.0
208.77,482.096,10.0,1.06086e-05,0.0,0.014917,0.00157015,0.0,0.0,0.0,6.36048e-09,0.000144459,0.37044,4576390000.0
209.788,493.374,10.0,1.15948e-05,0.0,0.0165156,0.00134691,0.0,0.0,0.0,5.96879e-09,0.000147533,0.375586,4439170000.0
209.817,497.151,10.0,1.0737e-05,0.0,0.0173071,0.000751837,0.0,0.0,0.0,5.68169e-09,0.000148874,0.385939,4462270000.0
209.942,497.025,10.0,7.84259e-06,0.0,0.0171051,0.000261475,5.08201e-16,0.0,0.0,5.49967e-09,0.00014935,0.403396,4518740000.0
209.95,484.773,10.0,5.84762e-06,0.0,0.015925,6.02645e-05,1.44324e-08,0.0,0.0,5.39662e-09,0.000145958,0.413135,4470160000.0
210.268,477.909,10.0,4.80566e-06,0.0,0.0152318,1.57197e-05,1.89526e-07,0.0,0.0,5.3358e-09,0.000143728,0.415302,4388360000.0
211.39,453.632,10.0,4.02748e-06,0.0,0.0143036,7.29629e-06,3.69189e-07,0.0,0.0,5.31238e-09,0.000136118,0.389803,4320060000.0
212.445,471.339,10.0,5.11264e-06,0.0,0.0153645,4.05512e-06,4.71235e-07,0.0,0.0,5.35743e-09,0.000141076,0.390524,4282380000.0
214.795,461.995,10.0,6.63086e-06,0.0,0.0156612,2.44399e-06,1.94567e-07,0.0,0.0,5.49107e-09,0.000137612,0.355895,4153390000.0
220.991,478.542,10.0,2.35586e-06,0.0,0.0173335,1.97278e-06,2.03269e-08,0.0,0.0,5.75952e-09,0.000141485,0.321268,4240950000.0
226.193,527.179,10.0,1.80893e-07,0.0,0.0208536,3.5413e-06,2.45115e-18,0.0,0.0,6.22822e-09,0.000154438,0.29554,4707950000.0
229.549,620.416,10.0,3.34079e-09,0.0,0.0284844,1.29618e-05,1.13345e-14,0.0,0.0,7.02802e-09,0.000179164,0.288259,5366460000.0
229.79,660.958,10.0,1.25866e-07,0.0,0.0351982,0.000101097,2.74111e-10,0.0,0.0,8.30961e-09,0.000187828,0.26754,5938480000.0
228.691,676.163,10.0,6.06183e-07,0.0,0.0389142,0.00041926,4.41909e-07,0.0,0.0,1.02046e-08,0.000189705,0.254548,6712040000.0
227.194,698.701,10.0,5.05544e-05,0.0,0.0384656,0.0011466,4.34011e-06,4.97611e-06,0.0,1.27274e-08,0.000193973,0.25363,7831110000.0
225.163,725.27,10.0,0.000238851,0.0,0.0359702,0.00223812,1.43767e-05,6.21929e-06,0.0,1.56753e-08,0.000199624,0.255182,9229090000.0
223.309,753.725,10.0,0.0010222,0.0,0.0352191,0.00351677,2.27885e-05,8.70718e-06,0.0,1.85943e-08,0.000206153,0.258159,10507100000.0
221.945,764.97,10.0,0.00272935,0.0,0.0351509,0.00434709,3.54617e-05,9.3991e-06,0.0,2.09492e-08,0.000208262,0.257092,11110900000.0
219.361,766.194,10.0,0.00568246,0.0,0.0377769,0.00496719,4.78868e-05,1.58627e-05,0.0,2.24623e-08,0.000207553,0.254717,10967200000.0
210.16,701.111,10.0,0.00901121,0.0,0.0338305,0.00530622,8.28145e-05,7.79753e-06,1.0,2.32815e-08,0.00018952,0.240502,10253800000.0
204.232,623.86,10.0,0.048972,0.0,0.0271063,0.00495428,0.000116847,9.3126e-06,1.0,2.33186e-08,0.000168629,0.219528,9292020000.0
202.195,579.39,10.0,0.0358143,0.0,0.023831,0.00462054,0.000134775,2.74864e-05,1.0,2.30907e-08,0.000156543,0.20514,8788960000.0
141.112,294.7,10.0,3.23983,2628.9,1.01035e-06,2.25007e-05,6.06388e-06,5.18135e-06,0.0,2.41153e-08,0.000208176,1.11338,14094500000.0
141.793,335.243,10.0,1.34001,826.817,1.10828e-06,2.51159e-05,5.29168e-06,5.16405e-06,0.0,2.38102e-08,0.000272684,1.45855,15497600000.0
142.12,381.432,10.0,0.0145851,745.398,1.40548e-06,4.11232e-05,7.0283e-06,5.6872e-06,0.0,2.36587e-08,0.000319731,1.58131,20445000000.0
142.65,387.246,10.0,0.0113421,654.306,1.87077e-06,6.9764e-05,8.98603e-06,5.66072e-06,0.0,2.30709e-08,0.000283273,1.61119,28192700000.0
143.743,375.383,10.0,0.0117297,627.027,2.62397e-06,9.20033e-05,1.15233e-05,5.30463e-06,0.0,2.17459e-08,0.00021831,1.53053,42933100000.0
145.19,433.055,10.0,0.0140313,593.699,4.28047e-06,0.000155249,1.45251e-05,5.45377e-06,0.0,1.94889e-08,0.000214889,1.76082,64295000000.0
145.675,443.023,10.0,0.0126959,520.646,9.13254e-06,0.000199932,1.60269e-05,6.19203e-06,0.0,1.65441e-08,0.000190819,1.18685,80805600000.0
146.008,416.767,10.0,0.0072258,425.054,2.55009e-05,0.00023913,1.90666e-05,6.82126e-06,0.0,1.34482e-08,0.00016123,0.961052,91192200000.0
147.105,481.669,10.0,0.0119176,329.365,8.33116e-05,0.000463092,2.7215e-05,7.31742e-06,0.0,1.06824e-08,0.000175731,0.936275,92139900000.0
149.608,490.22,10.0,0.0232366,144.768,0.000253527,0.000731167,4.52876e-05,7.45376e-06,0.0,8.56902e-09,0.00016989,0.759757,79426000000.0
159.868,413.345,10.0,0.025956,12.8814,0.000536545,0.000729542,7.57682e-05,7.99025e-06,0.0,7.1782e-09,0.000136219,0.701593,59393600000.0
170.892,405.495,10.0,0.0186546,0.0,0.00108845,0.000756865,9.9846e-05,9.42954e-06,0.0,6.2753e-09,0.000130038,0.798543,43245300000.0
178.635,374.809,10.0,0.00368754,0.0,0.00178391,0.000623699,9.37009e-05,1.04112e-05,0.0,5.68578e-09,0.0001177,0.738512,31130300000.0
187.671,365.372,10.0,3.14307e-05,0.0,0.0031189,0.000534849,3.48894e-05,9.64522e-06,0.0,5.38147e-09,0.000113945,0.704498,21602700000.0
193.109,309.839,10.0,1.58078e-05,0.0,0.00352996,0.000187833,1.82516e-06,4.67402e-06,0.0,5.33403e-09,9.57329e-05,0.533948,14222100000.0
197.813,322.79,10.0,1.10538e-05,0.0,0.004553,4.49357e-05,1.56791e-07,0.0,0.0,5.47903e-09,9.93222e-05,0.447117,9781820000.0
203.42,389.275,10.0,4.01381e-06,0.0,0.00675356,4.38348e-06,6.8337e-17,0.0,0.0,5.74219e-09,0.000119941,0.453214,7389390000.0
208.311,402.2,10.0,4.16734e-07,0.0,0.00740168,2.51806e-06,1.35273e-18,0.0,0.0,6.07922e-09,0.000123771,0.414866,6035770000.0
211.0,400.974,10.0,3.12198e-08,0.0,0.00771339,1.42048e-05,0.0,0.0,0.0,6.46785e-09,0.000123239,0.376539,5171930000.0
211.712,389.999,10.0,1.36807e-08,0.0,0.00785288,8.86643e-05,0.0,0.0,0.0,6.8946e-09,0.000119548,0.344686,4642620000.0
212.157,389.844,10.0,6.18192e-09,0.0,0.00842631,0.000311245,0.0,0.0,0.0,7.35281e-09,0.000120155,0.332043,4695400000.0
215.204,544.351,10.0,0.0,0.0,0.0133004,0.000584345,0.0,0.0,0.0,7.81276e-09,0.00016805,0.447835,5512900000.0
215.196,338.305,10.0,0.0,0.0,0.00704784,0.00106735,0.0,0.0,0.0,8.08892e-09,0.000104169,0.277153,5540470000.0
210.028,347.914,10.0,1.71601e-06,0.0,0.00758999,0.00161377,0.0,0.0,0.0,8.04992e-09,0.000105767,0.290072,4899750000.0
206.456,397.036,10.0,1.19493e-05,0.0,0.00956953,0.00172076,0.0,0.0,0.0,7.62855e-09,0.00012005,0.328625,4867030000.0
205.223,458.239,10.0,1.7898e-05,0.0,0.0122594,0.00183734,0.0,0.0,0.0,7.03838e-09,0.000138073,0.372347,4893140000.0
207.618,527.707,10.0,1.2725e-05,0.0,0.0158532,0.00192184,0.0,0.0,0.0,6.47969e-09,0.000158206,0.416816,4776520000.0
209.513,535.842,10.0,8.84821e-06,0.0,0.0172703,0.00156797,0.0,0.0,0.0,6.01863e-09,0.000160357,0.417567,4647360000.0
208.766,537.261,10.0,7.8161e-06,0.0,0.0179119,0.000891319,5.84455e-19,0.0,0.0,5.67021e-09,0.000161099,0.43137,4701680000.0
207.331,525.02,10.0,8.10342e-06,0.0,0.0172897,0.000324178,1.35883e-15,0.0,0.0,5.43244e-09,0.000158027,0.448937,4837560000.0
205.394,509.914,10.0,8.41843e-06,0.0,0.0162938,7.97223e-05,3.00297e-07,0.0,0.0,5.28858e-09,0.000153753,0.462634,4748250000.0
204.335,475.996,10.0,8.35715e-06,0.0,0.0150326,2.31101e-05,2.14469e-06,2.20651e-06,0.0,5.20003e-09,0.000143156,0.437788,4566730000.0
204.985,490.148,10.0,9.03488e-06,0.0,0.0158658,1.18644e-05,3.30038e-06,1.87794e-06,0.0,5.15968e-09,0.000147002,0.438839,4469440000.0
205.557,456.834,10.0,1.16519e-05,0.0,0.015084,6.59563e-06,2.34079e-06,1.26638e-06,0.0,5.18931e-09,0.000136613,0.392252,4326620000.0
208.111,447.722,10.0,1.63218e-05,0.0,0.0154465,3.78272e-06,6.69564e-07,0.0,0.0,5.3186e-09,0.00013323,0.355866,4200670000.0
215.743,428.518,10.0,6.22882e-06,0.0,0.0155137,2.10896e-06,5.30075e-08,0.0,0.0,5.58338e-09,0.000126368,0.283314,4139730000.0
223.497,552.061,10.0,5.44025e-07,0.0,0.0234742,2.01058e-06,8.35716e-17,0.0,0.0,6.06235e-09,0.000161522,0.290205,4842470000.0
227.73,662.024,10.0,1.95419e-08,0.0,0.0322989,1.3145e-05,6.61014e-15,0.0,0.0,6.86931e-09,0.000190398,0.289697,5603050000.0
227.476,674.64,10.0,3.92026e-07,0.0,0.036528,0.00011128,1.80039e-10,0.0,0.0,8.15993e-09,0.000191238,0.262441,6122890000.0
227.042,692.779,10.0,1.03026e-06,0.0,0.0412453,0.000485666,5.46095e-07,0.0,0.0,1.00748e-08,0.000193757,0.253968,6885490000.0
225.287,712.563,10.0,2.56884e-05,0.0,0.0407062,0.00129501,4.74533e-06,3.29022e-06,0.0,1.26503e-08,0.000197401,0.256347,8073400000.0
223.345,743.146,10.0,0.000271589,0.0,0.0382203,0.00242348,1.82477e-05,9.24963e-06,0.0,1.5716e-08,0.000204224,0.261216,9497730000.0
221.795,764.941,10.0,0.000910058,0.0,0.0364557,0.00364938,2.4497e-05,6.53696e-06,0.0,1.8765e-08,0.000208993,0.262422,10723300000.0
221.006,772.977,10.0,0.0024152,0.0,0.0364533,0.00440669,3.59641e-05,6.66689e-06,0.0,2.11984e-08,0.000210244,0.260026,11240100000.0
217.435,771.862,10.0,0.00733574,0.0,0.0382938,0.00506927,5.10546e-05,1.40927e-05,0.0,2.26952e-08,0.000208977,0.258222,11033300000.0
209.739,771.474,10.0,0.00885761,0.0,0.0412583,0.00627916,8.26273e-05,7.92881e-06,1.0,2.34237e-08,0.000207982,0.265494,10280100000.0
204.159,622.284,10.0,0.0489783,0.0,0.0270356,0.00492361,0.000115823,9.35708e-06,1.0,2.33477e-08,0.000168174,0.219171,9316000000.0
202.195,579.45,10.0,0.0358143,0.0,0.0238359,0.00462139,0.000134775,2.74864e-05,1.0,2.30907e-08,0.000156559,0.205161,8788960000.0
141.112,294.016,10.0,3.23983,2628.9,1.01018e-06,2.24319e-05,6.06389e-06,5.18135e-06,0.0,2.4115e-08,0.000207595,1.1108,14094500000.0
141.704,330.134,10.0,2.31511,830.679,1.10831e-06,2.22146e-05,4.84996e-06,5.05122e-06,0.0,2.39017e-08,0.00025926,1.41475,15582200000.0
142.195,376.4,10.0,0.0142346,747.772,1.40878e-06,3.72024e-05,6.62158e-06,5.49189e-06,0.0,2.38099e-08,0.000321033,1.5949,20715600000.0
142.807,430.484,10.0,0.0109374,657.023,1.90282e-06,7.53295e-05,8.56986e-06,5.61424e-06,0.0,2.33037e-08,0.00033453,1.82891,28704600000.0
143.54,405.469,10.0,0.010141,630.883,2.65498e-06,9.32238e-05,1.08881e-05,5.2464e-06,0.0,2.20185e-08,0.0002481,1.69933,42652800000.0
144.879,438.349,10.0,0.0126482,590.878,4.23681e-06,0.000151368,1.37498e-05,5.36724e-06,0.0,1.97105e-08,0.000228135,1.818,62802800000.0
145.661,440.96,10.0,0.0137326,522.181,9.02957e-06,0.000183055,1.58894e-05,6.14655e-06,0.0,1.66877e-08,0.000194698,1.20097,82002300000.0
145.899,520.109,10.0,0.00918369,426.232,2.65633e-05,0.000330015,2.08935e-05,6.97355e-06,0.0,1.36071e-08,0.000211358,1.23435,93052100000.0
146.886,446.938,10.0,0.012457,320.836,7.82207e-05,0.000375032,3.43002e-05,7.46759e-06,0.0,1.08666e-08,0.000163234,0.923882,93108800000.0
149.548,411.431,10.0,0.0221586,137.876,0.000210861,0.00049085,5.50228e-05,7.52666e-06,0.0,8.7823e-09,0.000140936,0.733045,79453700000.0
159.356,439.45,10.0,0.023817,14.3314,0.000562444,0.000765082,7.93713e-05,7.88396e-06,0.0,7.33773e-09,0.000146081,0.75542,59662800000.0
170.896,379.295,10.0,0.0156179,0.0,0.000954392,0.000670267,8.76751e-05,9.15665e-06,0.0,6.34468e-09,0.000121661,0.750509,43085000000.0
180.386,381.663,10.0,4.64926e-05,0.0,0.00176988,0.000505831,6.02207e-05,1.01057e-05,0.0,5.69263e-09,0.000120415,0.786869,31532800000.0
187.559,374.862,10.0,2.21756e-05,0.0,0.0030245,0.000257695,1.10878e-05,9.32535e-06,0.0,5.36493e-09,0.000117208,0.774808,22196700000.0
193.257,409.208,10.0,1.20205e-05,0.0,0.00498694,0.000160848,1.68247e-07,0.0,0.0,5.31508e-09,0.000127504,0.7718,15056500000.0
196.823,365.16,10.0,6.70588e-06,0.0,0.00531528,7.56489e-05,3.67969e-08,0.0,0.0,5.45483e-09,0.00011293,0.573202,10100700000.0
201.041,364.264,10.0,2.95761e-06,0.0,0.00614424,2.90978e-05,6.75039e-14,0.0,0.0,5.73183e-09,0.000112274,0.464444,7252640000.0
205.545,351.67,10.0,7.43991e-07,0.0,0.00611793,3.81619e-06,0.0,0.0,0.0,6.09604e-09,0.000108138,0.381639,5971410000.0
208.318,378.052,10.0,7.05703e-08,0.0,0.00714583,2.98957e-05,0.0,0.0,0.0,6.51726e-09,0.000116217,0.368899,5159280000.0
209.385,386.61,10.0,5.16786e-08,0.0,0.00776288,0.000168996,0.0,0.0,0.0,6.97725e-09,0.000118593,0.3511,4724920000.0
212.158,678.382,10.0,0.0,0.0,0.0163609,0.000459126,0.0,0.0,0.0,7.50729e-09,0.000210427,0.579384,5498310000.0
215.285,671.888,10.0,1.55368e-07,0.0,0.0160713,0.000804097,0.0,0.0,0.0,8.04456e-09,0.000205368,0.553209,6844920000.0
211.407,603.519,10.0,7.4583e-07,0.0,0.0146176,0.00136294,0.0,0.0,0.0,8.46216e-09,0.000185241,0.503603,6482950000.0
204.562,382.448,10.0,6.37502e-06,0.0,0.00821377,0.00208808,0.0,0.0,0.0,8.46371e-09,0.000116151,0.331685,5230040000.0
202.685,397.741,10.0,1.48137e-05,0.0,0.00914153,0.00244737,0.0,0.0,0.0,8.00789e-09,0.00012049,0.34677,4642590000.0
207.472,472.244,10.0,1.13562e-05,0.0,0.0122089,0.00237051,0.0,0.0,0.0,7.32413e-09,0.000142672,0.394136,4680020000.0
212.143,479.774,10.0,2.5861e-06,0.0,0.0133639,0.00222536,0.0,0.0,0.0,6.66932e-09,0.000144364,0.382197,4668120000.0
214.515,497.017,10.0,2.25995e-08,0.0,0.0149949,0.00177974,0.0,0.0,0.0,6.13609e-09,0.000149282,0.389322,4655090000.0
213.308,491.444,10.0,8.29965e-07,0.0,0.0154541,0.000961199,1.37391e-18,0.0,0.0,5.72133e-09,0.000147833,0.401476,4796870000.0
210.803,496.227,10.0,3.41366e-06,0.0,0.0158516,0.000320439,2.69271e-17,0.0,0.0,5.41963e-09,0.000149464,0.432535,5048820000.0
207.106,496.502,10.0,8.20129e-06,0.0,0.0162361,7.33162e-05,6.46026e-07,0.0,0.0,5.22174e-09,0.000148996,0.448507,5049440000.0
204.248,542.456,10.0,1.42304e-05,0.0,0.0186517,2.3166e-05,4.04106e-06,2.71912e-06,0.0,5.1017e-09,0.000161994,0.481692,4815480000.0
203.23,512.637,10.0,2.00961e-05,0.0,0.0179754,1.46913e-05,5.69656e-06,3.06243e-06,0.0,5.03148e-09,0.000152755,0.437366,4611020000.0
204.735,483.968,10.0,1.73278e-05,0.0,0.0170368,1.05097e-05,2.7329e-06,2.07639e-06,0.0,5.04107e-09,0.000144302,0.396699,4394480000.0
208.585,462.716,10.0,1.46413e-05,0.0,0.01639,7.72319e-06,4.04084e-07,0.0,0.0,5.16294e-09,0.000137536,0.359537,4308130000.0
214.999,489.225,10.0,6.00244e-06,0.0,0.0184142,3.61363e-06,3.27805e-14,0.0,0.0,5.43387e-09,0.000144202,0.32684,4431050000.0
221.598,623.387,10.0,9.53908e-07,0.0,0.0276776,2.56791e-06,2.57514e-16,0.0,0.0,5.91295e-09,0.00018163,0.332154,5042070000.0
224.546,671.448,10.0,5.62949e-07,0.0,0.0328656,1.77049e-05,2.76142e-14,0.0,0.0,6.71369e-09,0.000192747,0.294947,5707600000.0
225.027,689.105,10.0,8.56335e-07,0.0,0.0374443,0.000131114,5.49752e-10,0.0,0.0,8.00841e-09,0.000194781,0.265198,6262850000.0
226.522,706.346,10.0,1.1184e-06,0.0,0.0421159,0.000539648,6.69129e-07,0.0,0.0,9.9526e-09,0.000197009,0.25451,7087180000.0
223.873,733.341,10.0,1.9356e-05,0.0,0.0427143,0.00144375,5.46205e-06,2.43135e-06,0.0,1.2606e-08,0.000202707,0.261703,8351570000.0
221.882,759.629,10.0,0.000276181,0.0,0.0399073,0.0025815,1.7666e-05,1.49835e-05,0.0,1.57887e-08,0.000208459,0.266552,9796360000.0
220.329,765.238,10.0,0.000747931,0.0,0.0366397,0.00366138,2.70047e-05,1.09709e-05,0.0,1.89522e-08,0.000208892,0.262817,10923600000.0
219.375,770.159,10.0,0.0023787,0.0,0.036678,0.00443572,3.8892e-05,9.30237e-06,0.0,2.14546e-08,0.000209313,0.259865,11345600000.0
216.254,775.07,10.0,0.00814774,0.0,0.0385071,0.00514214,5.37778e-05,1.0754e-05,0.0,2.29376e-08,0.00020975,0.260315,11111800000.0
208.754,712.829,10.0,0.837108,0.0,0.0359482,0.00557027,8.73366e-05,8.01016e-06,1.0,2.35456e-08,0.000192397,0.246718,10273100000.0
204.082,619.613,10.0,0.0673987,0.0,0.0268131,0.00486663,0.000113555,8.95423e-06,1.0,2.33801e-08,0.000167435,0.21842,9354710000.0
202.195,579.39,10.0,0.0358143,0.0,0.023831,0.00462054,0.000134775,2.74864e-05,1.0,2.30907e-08,0.000156543,0.20514,8788960000.0
141.112,294.455,10.0,3.23983,2628.9,1.01029e-06,2.2476e-05,6.06388e-06,5.18135e-06,0.0,2.41152e-08,0.000207968,1.11246,14094500000.0
141.595,322.799,10.0,2.76157,831.009,1.10576e-06,1.97409e-05,4.5002e-06,5.0197e-06,0.0,2.39895e-08,0.000245577,1.36144,15640900000.0
142.145,377.117,10.0,0.0137519,741.546,1.40654e-06,3.54609e-05,6.1608e-06,5.27515e-06,0.0,2.39764e-08,0.000334681,1.63015,20667800000.0
